	7393_RAJ6744A1	7393_RAJ6744A10	7393_RAJ6744A11	7393_RAJ6744A12	7393_RAJ6744A13	7393_RAJ6744A14	7393_RAJ6744A15	7393_RAJ6744A2	7393_RAJ6744A4	7393_RAJ6744A5	7393_RAJ6744A6	7393_RAJ6744A7	7393_RAJ6744A8	7393_RAJ6744A9
ENSG00000242673	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236129	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227125	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237612	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231698	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182667	0	4	4	1	4	10	15	0	0	0	0	0	0	0
ENSG00000252351	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237654	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236082	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224795	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271624	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238117	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238262	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279090	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183715	0	0	2	2	0	0	1	0	0	0	0	0	0	0
ENSG00000283489	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279497	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255371	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279711	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279189	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254896	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255258	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166118	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213153	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280237	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284020	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000080854	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255406	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204241	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000254648	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166086	10	12	31	10	78	77	27	4	7	2	1	6	3	3
ENSG00000254481	0	0	0	0	2	4	0	0	1	0	0	0	0	1
ENSG00000151503	516	241	225	101	383	236	128	327	536	251	133	363	221	113
ENSG00000254616	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255348	9	8	2	2	5	2	3	8	6	4	4	4	2	2
ENSG00000151502	494	523	243	298	412	172	284	186	551	202	248	516	209	200
ENSG00000151500	124	115	77	75	148	90	86	48	104	38	41	98	79	25
ENSG00000151498	110	138	79	140	103	61	117	29	109	23	106	115	63	83
ENSG00000166105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254442	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149328	6	5	2	1	10	9	1	10	5	3	0	6	2	0
ENSG00000109956	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000255545	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254573	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254989	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255344	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251226	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255327	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279046	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255512	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260370	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237297	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261456	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232420	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000015171	798	938	926	367	674	443	290	485	925	441	1287	748	556	981
ENSG00000276662	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000212331	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000151240	25	170	333	64	35	44	8	34	18	34	5	5	13	2
ENSG00000201861	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239822	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233021	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263511	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180525	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231601	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000107929	922	1023	1146	1040	644	421	657	709	1392	808	1823	1003	547	1705
ENSG00000229869	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205740	0	0	1	1	0	1	0	0	1	0	5	0	0	0
ENSG00000107937	732	403	1065	683	503	868	365	1060	887	1153	1399	545	1160	1086
ENSG00000148377	20	20	22	13	13	19	6	28	51	39	34	29	20	47
ENSG00000232656	109	173	176	70	245	234	68	104	129	102	151	90	115	95
ENSG00000067064	1099	1688	2132	703	2176	1931	622	796	1052	682	988	889	729	885
ENSG00000047056	456	700	479	345	456	201	305	195	714	248	584	525	220	492
ENSG00000229205	0	0	0	0	0	0	0	1	0	0	0	1	1	1
ENSG00000185736	0	0	0	0	1	0	0	0	0	0	1	0	0	0
ENSG00000282390	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233052	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205696	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234962	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226694	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278069	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252998	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227912	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231326	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212156	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234556	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234170	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235281	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231743	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234182	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273001	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000067057	149	92	111	88	177	204	82	190	180	227	259	149	198	299
ENSG00000278419	37	20	7	8	29	42	7	34	36	42	59	25	32	54
ENSG00000107959	443	501	478	304	463	390	171	398	868	544	528	480	384	282
ENSG00000237399	33	66	55	39	25	50	15	34	84	52	45	40	30	25
ENSG00000236968	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226762	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227338	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233321	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236892	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229672	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228353	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000067082	3537	2193	29296	4126	3355	18425	4713	4934	2431	3899	4430	2564	12762	6517
ENSG00000230573	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274809	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227101	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236990	0	0	2	3	0	0	0	1	0	1	1	0	1	0
ENSG00000233117	3	0	0	0	1	4	2	1	0	1	0	0	0	0
ENSG00000224382	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230096	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207124	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000231298	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000225269	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165568	4	5	5	1	2	2	1	1	2	1	2	8	6	3
ENSG00000151631	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238840	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187134	1	1	0	16	0	0	1	1	0	0	2	0	1	0
ENSG00000151632	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224251	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239148	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196139	18	0	0	0	0	0	0	0	4	7	13	8	0	6
ENSG00000239142	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225418	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264006	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000198610	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228291	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231039	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000224034	3	0	0	0	0	0	0	0	2	1	3	3	2	1
ENSG00000215267	4	0	0	0	0	0	0	4	5	0	7	6	1	4
ENSG00000223987	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280450	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178473	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178462	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173848	116	54	82	102	176	85	97	32	98	34	38	89	33	37
ENSG00000178372	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205488	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178363	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256462	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242147	0	0	0	0	2	0	1	0	0	0	0	0	0	0
ENSG00000231483	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228951	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228685	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240577	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196372	196	152	16	86	153	16	57	17	193	24	254	243	32	233
ENSG00000108021	541	362	335	279	322	191	144	552	759	631	494	406	388	206
ENSG00000226647	12	2	3	3	8	5	2	6	11	8	7	11	10	10
ENSG00000057608	17972	14233	13464	6599	14651	12551	4915	10014	14175	7348	5871	11485	7497	4724
ENSG00000270427	2	0	0	0	0	0	0	0	0	3	0	0	0	2
ENSG00000272764	2	2	6	2	3	0	1	1	8	1	12	2	9	16
ENSG00000134461	5	14	2	6	6	1	4	1	11	5	1	12	2	0
ENSG00000240180	3	0	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000134452	233	476	405	376	284	184	256	189	323	193	395	276	217	356
ENSG00000232807	27	54	42	27	27	23	18	12	36	11	30	18	15	40
ENSG00000134470	33	8	155	154	3	49	85	384	35	342	430	27	133	1159
ENSG00000134460	8	22	259	850	3	18	180	582	9	477	10095	10	163	15880
ENSG00000251922	0	0	0	1	0	0	0	0	0	1	7	0	0	7
ENSG00000229664	2	5	15	58	0	3	26	41	1	33	606	3	12	997
ENSG00000214015	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134453	426	433	816	361	376	429	183	726	475	589	573	367	451	424
ENSG00000170525	1511	448	3253	4912	301	544	810	44302	1821	50889	28642	1830	49738	20788
ENSG00000201581	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263628	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283634	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213994	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000238366	0	1	0	0	0	0	0	0	0	0	1	0	1	3
ENSG00000215244	0	0	4	0	0	0	0	2	2	0	10	1	0	11
ENSG00000226705	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000212743	0	0	0	0	0	0	0	1	0	0	0	0	0	5
ENSG00000065675	2	3	2	1	8	1	2	1	1	2	3	1	1	4
ENSG00000237943	12	3	3	0	3	5	1	3	9	0	0	5	0	0
ENSG00000225948	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223784	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281186	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238266	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234248	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223581	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270811	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198879	1043	4085	2393	1609	1812	946	1032	467	1882	637	905	1142	639	694
ENSG00000235141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278982	2	208	16	14	81	14	29	1	12	2	0	8	2	0
ENSG00000232591	6	25	14	3	46	20	0	2	5	2	0	3	2	0
ENSG00000207453	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000123243	0	0	2	0	0	2	0	1	0	0	0	0	0	0
ENSG00000151655	2	1	0	0	0	0	0	2	0	1	0	1	0	0
ENSG00000151657	84	118	83	83	122	56	63	56	65	44	108	87	47	110
ENSG00000165629	2722	3844	3650	1483	5421	4990	1125	1713	2133	1208	661	1854	1589	480
ENSG00000165632	188	137	37	82	98	33	61	55	174	50	134	148	73	129
ENSG00000233990	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197308	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232638	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000107485	0	13	5	3	2	0	2	1	0	0	0	0	1	0
ENSG00000225053	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232170	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226861	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226990	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271251	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213771	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236420	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212505	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270234	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234752	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223808	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230014	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235838	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228636	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224788	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229919	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200849	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272436	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234306	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279575	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228997	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225383	0	1	5	0	0	1	0	0	0	0	0	0	0	0
ENSG00000048740	2323	2202	2153	1509	2241	1648	1206	1739	3324	1988	1368	2991	2544	821
ENSG00000229240	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231496	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228027	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229206	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237986	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230322	1	0	0	2	0	0	1	1	1	0	0	0	0	0
ENSG00000181800	6	4	0	0	2	0	0	0	4	0	0	0	0	0
ENSG00000280086	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148429	306	464	688	385	416	395	318	373	372	306	590	434	369	582
ENSG00000271360	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000271046	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134463	18	40	57	22	14	13	15	6	14	5	9	17	15	12
ENSG00000148426	6	5	12	3	7	3	3	8	8	2	5	16	17	8
ENSG00000225778	0	0	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000151461	633	414	157	238	245	76	184	125	699	115	409	502	123	443
ENSG00000251957	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000181192	138	353	185	162	287	165	218	74	181	70	108	101	50	81
ENSG00000272507	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000065665	161	134	26	77	570	436	171	87	148	75	38	149	135	64
ENSG00000265653	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165609	861	1747	1446	671	2141	1722	691	480	828	389	172	687	504	142
ENSG00000151465	1879	3567	2058	1224	5374	3322	1523	767	1467	590	448	1357	754	388
ENSG00000228302	482	877	413	332	1242	762	375	179	394	125	108	309	173	90
ENSG00000264036	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183049	366	347	281	157	157	92	118	179	446	189	207	467	273	86
ENSG00000252438	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252118	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263584	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283699	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221331	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000151468	0	15	17	2	3	3	2	0	0	0	0	0	0	0
ENSG00000212499	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225251	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000123240	103	93	733	780	73	184	707	236	84	156	627	230	227	1247
ENSG00000235763	0	0	0	0	0	0	0	1	0	0	0	2	0	0
ENSG00000234175	1	0	2	0	0	0	0	2	0	0	4	0	0	1
ENSG00000228330	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203414	2	0	0	0	0	0	0	0	2	0	0	1	0	0
ENSG00000237540	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000065328	222	50	36	11	94	52	12	82	174	36	3	120	62	3
ENSG00000272055	0	1	0	1	1	0	0	0	0	0	0	0	2	0
ENSG00000165623	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000107537	163	113	141	22	197	140	21	104	123	65	29	115	109	36
ENSG00000226209	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000086475	194	177	124	102	250	157	80	86	167	94	111	122	74	105
ENSG00000233256	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165626	0	0	0	1	7	9	3	0	0	0	0	0	0	0
ENSG00000202508	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227175	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165630	270	259	198	187	246	165	161	114	237	103	219	212	154	180
ENSG00000227474	0	3	0	3	1	0	0	0	2	1	1	0	0	0
ENSG00000282246	239	249	146	151	212	129	125	103	247	80	200	193	156	146
ENSG00000239665	420	683	303	147	337	126	88	125	859	225	350	547	265	105
ENSG00000151474	1063	1792	837	410	880	383	266	416	2179	644	719	1572	833	292
ENSG00000273474	1	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000225112	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000199407	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234091	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215227	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229751	0	0	0	0	0	0	0	1	0	0	0	1	2	0
ENSG00000235410	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266321	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221371	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000065809	8219	2080	5880	3868	2572	2204	3935	7528	7307	5312	5157	6197	5925	8122
ENSG00000236495	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201766	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237032	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185267	1	6	8	1	7	4	3	0	3	2	0	1	0	1
ENSG00000187522	241	243	120	110	351	175	119	81	245	76	143	198	95	137
ENSG00000284024	108	88	43	61	97	36	78	25	125	20	111	93	21	117
ENSG00000272853	0	0	0	1	0	3	0	1	0	0	1	0	1	1
ENSG00000152455	176	73	44	21	120	64	31	36	144	33	41	106	20	20
ENSG00000152457	117	126	42	78	115	40	74	19	167	18	52	101	11	63
ENSG00000197889	0	2	0	0	1	1	0	0	0	0	0	1	0	0
ENSG00000235623	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228547	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182531	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237470	7	4	0	1	2	0	2	0	0	1	1	0	0	0
ENSG00000152463	0	1	0	0	0	1	1	0	1	0	0	0	0	0
ENSG00000176244	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228312	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176236	0	0	1	1	0	0	0	0	1	0	1	0	0	0
ENSG00000152464	82	113	72	67	95	48	54	20	107	27	69	119	30	77
ENSG00000152465	102	77	117	162	93	49	105	46	121	34	264	145	49	173
ENSG00000206448	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228181	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148468	0	12	23	3	14	11	10	0	0	0	0	0	0	0
ENSG00000232739	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000077943	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000148481	154	147	396	186	227	325	145	118	113	133	158	91	165	130
ENSG00000252537	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237913	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165983	341	276	252	148	441	290	266	138	364	143	146	284	153	75
ENSG00000223156	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165985	34	18	13	1	17	16	2	20	7	5	4	21	9	13
ENSG00000148484	2602	2099	2899	1355	2759	2454	1281	2047	2845	1669	828	2160	1712	504
ENSG00000225213	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000275001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000107611	0	0	4	0	1	3	0	2	7	10	5	13	2	0
ENSG00000273153	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000107614	108	60	58	40	83	78	37	68	124	57	92	128	64	55
ENSG00000229124	760	636	6404	2231	460	1199	1285	2925	1869	4562	1965	1658	5696	3016
ENSG00000026025	171119	40400	316123	87189	68574	144533	83449	342944	204677	330543	175897	188484	378679	198209
ENSG00000234961	42585	13619	86017	32431	17682	40470	27921	100351	62388	107571	56986	55806	124184	65394
ENSG00000148488	0	0	4	1	1	0	0	1	0	0	0	0	0	0
ENSG00000204832	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251803	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236582	4	3	0	2	2	1	1	1	0	1	2	1	2	2
ENSG00000165996	6	8	17	9	22	10	6	6	5	2	11	6	1	3
ENSG00000280126	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260589	2	1	0	1	2	1	1	0	2	0	0	0	1	1
ENSG00000136738	435	450	163	346	462	139	272	130	457	114	396	461	147	389
ENSG00000229190	37	40	7	33	42	7	36	15	32	16	32	40	6	30
ENSG00000148483	35	213	81	18	127	59	19	46	65	35	0	35	42	0
ENSG00000260314	39465	42113	41672	699	35316	25566	380	27472	58330	31365	742	29236	19591	154
ENSG00000207938	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235637	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148482	3	1	0	0	0	0	0	2	1	0	0	0	0	0
ENSG00000226083	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165995	2	0	4	0	0	0	0	0	4	0	1	0	0	1
ENSG00000235020	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240291	1	0	4	0	1	0	0	0	1	2	0	2	0	1
ENSG00000225527	0	0	0	0	0	0	0	1	1	0	1	0	0	0
ENSG00000241058	53	47	84	24	47	32	43	22	42	28	27	36	25	11
ENSG00000165997	324	422	6996	639	556	6608	445	3475	373	6843	909	284	8053	1454
ENSG00000225509	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234244	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234813	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204740	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226255	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227734	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239539	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236960	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200545	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233968	0	1	12	4	1	0	1	0	0	0	0	0	0	0
ENSG00000283456	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230818	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252832	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000120594	9143	13438	12837	3713	8799	5963	3011	5413	10347	4669	3236	9565	5173	1199
ENSG00000238246	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000228339	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000270727	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265372	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000078114	0	0	0	8	0	1	2	0	0	0	0	0	0	0
ENSG00000235940	0	0	0	0	0	0	0	0	0	0	0	0	0	0
